Year,Week,SMN,SMT,VCI,TCI,VHI,Region
2011,4,0.041,263.09,37.09,34.21,35.65,22
2011,5,0.044,264.88,35.72,33.36,34.54,22
2011,6,0.045,265.47,32.44,36.04,34.24,22
2011,7,0.048,266.77,31.46,35.4,33.43,22
2011,8,0.049,267.36,29.77,38.23,34.0,22
2011,9,0.058,269.19,32.97,39.52,36.25,22
2011,10,0.074,272.49,38.72,36.73,37.72,22
2011,11,0.093,275.84,43.58,31.76,37.67,22
2011,12,0.121,279.53,51.1,28.39,39.75,22
2011,13,0.152,282.65,56.66,26.49,41.58,22
2011,14,0.184,285.22,60.24,23.61,41.92,22
2011,15,0.22,288.19,62.91,17.71,40.31,22
2011,16,0.259,290.76,65.05,14.83,39.94,22
2011,17,0.299,292.87,67.0,14.15,40.58,22
2011,18,0.337,294.59,68.54,13.29,40.92,22
2011,19,0.378,295.99,71.11,12.43,41.77,22
2011,20,0.417,297.2,75.21,10.88,43.04,22
2011,21,0.446,297.76,78.19,12.46,45.32,22
2011,22,0.466,298.35,79.53,11.45,45.49,22
2011,23,0.475,298.6,79.69,10.7,45.2,22
2011,24,0.474,297.92,76.81,15.47,46.14,22
2011,25,0.474,297.39,75.42,18.35,46.88,22
2011,26,0.475,297.16,75.15,19.67,47.41,22
2011,27,0.473,296.91,75.23,22.8,49.02,22
2011,28,0.47,296.67,77.3,26.81,52.05,22
2011,29,0.466,296.6,79.64,30.03,54.83,22
2011,30,0.462,296.48,81.67,32.92,57.29,22
2011,31,0.456,296.43,83.84,33.57,58.71,22
2011,32,0.45,296.31,85.22,34.06,59.64,22
2011,33,0.444,296.43,86.59,28.97,57.78,22
2011,34,0.435,296.57,87.23,23.59,55.41,22
2011,35,0.42,296.49,85.54,18.88,52.21,22
2011,36,0.403,296.17,83.81,12.02,47.91,22
2011,37,0.38,295.39,80.85,8.25,44.55,22
2011,38,0.357,294.23,76.28,4.81,40.55,22
2011,39,0.332,292.46,71.34,4.97,38.16,22
2011,40,0.304,290.05,66.6,8.99,37.8,22
2011,41,0.276,287.66,64.33,9.83,37.08,22
2011,42,0.251,286.09,64.15,8.46,36.31,22
2011,43,0.225,284.23,64.77,9.12,36.95,22
2011,44,0.2,282.35,66.01,7.43,36.72,22
2011,45,0.174,280.7,65.71,4.53,35.12,22
2011,46,0.151,278.62,65.87,6.81,36.34,22
2011,47,0.131,276.64,66.58,9.18,37.88,22
2011,48,0.114,274.48,65.82,12.53,39.18,22
2011,49,0.1,271.95,64.16,17.14,40.65,22
2011,50,0.089,270.21,61.51,17.52,39.52,22
2011,51,0.079,267.98,60.17,19.81,39.99,22
2011,52,0.071,265.1,58.19,26.56,42.37,22
2012,1,0.061,262.23,53.29,34.76,44.03,22
2012,2,0.054,259.75,49.28,43.97,46.62,22
2012,3,0.05,257.67,48.28,52.37,50.32,22
2012,4,0.045,255.99,41.36,59.51,50.44,22
2012,5,0.043,255.35,34.68,64.9,49.79,22
2012,6,0.042,256.33,30.25,64.83,47.54,22
2012,7,0.043,258.03,27.79,62.42,45.11,22
2012,8,0.05,261.13,30.72,57.51,44.12,22
2012,9,0.059,264.55,33.57,54.61,44.09,22
2012,10,0.072,268.76,37.52,49.34,43.43,22
2012,11,0.095,274.58,44.48,36.31,40.39,22
2012,12,0.116,278.35,48.17,32.72,40.44,22
2012,13,0.138,281.07,49.92,32.79,41.36,22
2012,14,0.163,283.36,50.43,32.62,41.52,22
2012,15,0.197,285.71,52.52,33.04,42.78,22
2012,16,0.244,288.5,58.42,31.94,45.18,22
2012,17,0.293,290.91,64.55,30.94,47.75,22
2012,18,0.333,292.41,66.7,32.98,49.84,22
2012,19,0.362,293.1,64.14,39.53,51.84,22
2012,20,0.379,293.03,58.4,51.08,54.74,22
2012,21,0.386,292.44,48.73,64.93,56.83,22
2012,22,0.441,294.03,66.65,54.32,60.48,22
2012,23,0.462,294.54,72.24,51.24,61.74,22
2012,24,0.478,295.13,78.53,45.0,61.76,22
2012,25,0.488,295.8,82.86,36.31,59.58,22
2012,26,0.491,296.18,83.6,31.55,57.57,22
2012,27,0.486,296.99,81.92,22.12,52.02,22
2012,28,0.479,297.16,80.5,21.12,50.81,22
2012,29,0.463,297.19,75.47,23.02,49.24,22
2012,30,0.451,297.23,73.01,23.92,48.47,22
2012,31,0.442,297.14,73.05,24.9,48.97,22
2012,32,0.433,296.98,72.98,26.19,49.59,22
2012,33,0.428,296.68,74.85,26.31,50.58,22
2012,34,0.422,296.12,76.85,29.31,53.08,22
2012,35,0.415,295.28,80.22,32.54,56.38,22
2012,36,0.41,294.8,85.49,25.47,55.48,22
2012,37,0.402,294.25,88.86,18.22,53.54,22
2012,38,0.387,293.31,88.91,13.04,50.98,22
2012,39,0.368,291.74,87.58,12.22,49.9,22
2012,40,0.346,289.94,87.12,11.1,49.11,22
2012,41,0.325,288.09,88.66,7.41,48.04,22
2012,42,0.298,285.76,87.16,11.63,49.4,22
2012,43,0.266,282.72,85.36,20.91,53.14,22
2012,44,0.232,279.67,83.34,25.53,54.44,22
2012,45,0.194,276.38,77.67,30.04,53.85,22
2012,46,0.156,272.34,69.52,38.31,53.92,22
2012,47,0.116,266.93,56.54,51.89,54.21,22
2012,48,0.085,260.73,44.0,68.47,56.23,22
2012,49,0.062,254.96,32.89,82.61,57.75,22
2012,50,0.048,251.37,25.01,87.24,56.12,22
2012,51,0.039,248.7,22.46,89.07,55.76,22
2012,52,0.032,247.56,19.82,87.92,53.87,22
2013,1,0.038,247.94,27.68,83.75,55.71,22
2013,2,0.036,246.96,29.62,85.56,57.59,22
2013,3,0.036,245.26,32.43,88.7,60.56,22
2013,4,0.036,243.88,31.17,90.99,61.08,22
2013,5,0.035,244.41,27.34,91.11,59.23,22
2013,6,0.035,246.39,23.68,88.97,56.33,22
2013,7,0.034,248.89,21.28,85.91,53.59,22
2013,8,0.036,250.21,20.88,86.01,53.45,22
2013,9,0.042,251.31,22.22,88.68,55.45,22
2013,10,0.048,252.09,23.09,90.6,56.85,22
2013,11,0.055,252.7,22.85,93.35,58.1,22
2013,12,0.066,254.3,23.01,95.26,59.14,22
2013,13,0.083,258.56,22.9,95.09,59.0,22
2013,14,0.107,264.4,23.68,94.18,58.93,22
2013,15,0.146,271.98,27.8,91.18,59.49,22
2013,16,0.205,280.6,38.84,81.91,60.38,22
2013,17,0.259,287.01,47.15,63.74,55.45,22
2013,18,0.304,290.92,51.89,47.0,49.45,22
2013,19,0.34,292.64,52.76,44.12,48.44,22
2013,20,0.372,293.67,53.53,44.85,49.19,22
2013,21,0.403,294.66,55.94,42.99,49.46,22
2013,22,0.428,294.92,58.64,45.41,52.03,22
2013,23,0.453,295.28,65.81,44.07,54.94,22
2013,24,0.469,295.41,71.27,42.87,57.07,22
2013,25,0.48,295.81,75.61,37.75,56.68,22
2013,26,0.484,296.1,77.08,34.14,55.61,22
2013,27,0.479,296.05,75.21,35.81,55.51,22
2013,28,0.471,295.77,73.25,42.64,57.94,22
2013,29,0.468,296.09,76.29,42.0,59.14,22
2013,30,0.464,296.29,77.95,42.07,60.01,22
2013,31,0.45,295.95,74.88,48.09,61.49,22
2013,32,0.437,295.76,72.59,49.57,61.08,22
2013,33,0.421,295.19,68.34,53.93,61.13,22
2013,34,0.397,294.01,60.68,61.37,61.02,22
2013,35,0.366,291.82,52.29,73.12,62.7,22
2013,36,0.332,289.23,45.25,79.28,62.26,22
2013,37,0.3,287.06,40.5,78.45,59.48,22
2013,38,0.271,285.67,35.38,79.05,57.22,22
2013,39,0.24,284.53,29.48,78.61,54.05,22
2013,40,0.215,283.16,26.28,77.6,51.94,22
2013,41,0.195,282.07,26.86,65.79,46.33,22
2013,42,0.183,282.14,32.52,41.28,36.9,22
2013,43,0.168,281.39,37.17,28.22,32.69,22
2013,44,0.149,280.04,39.8,21.76,30.78,22
2013,45,0.144,278.24,49.86,19.22,34.54,22
2013,46,0.125,275.05,49.82,24.97,37.39,22
2013,47,0.111,272.83,52.74,26.06,39.4,22
2013,48,0.106,270.63,59.53,28.17,43.85,22
2013,49,0.105,268.56,65.8,30.02,47.91,22
2013,50,0.104,268.2,70.17,24.61,47.39,22
2013,51,0.099,267.39,73.0,21.32,47.16,22
2013,52,0.09,266.3,72.5,21.38,46.94,22
2014,1,0.079,263.92,69.28,27.23,48.26,22
2014,2,0.068,260.75,63.14,37.48,50.31,22
2014,3,0.061,257.62,58.96,47.36,53.16,22
2014,4,0.06,256.47,55.12,51.28,53.2,22
2014,5,0.061,257.91,49.77,50.79,50.28,22
2014,6,0.067,261.82,48.11,43.72,45.91,22
2014,7,0.079,266.67,51.4,33.46,42.43,22
2014,8,0.101,271.61,60.85,23.35,42.1,22
2014,9,0.128,275.63,71.64,16.87,44.26,22
2014,10,0.158,279.21,81.33,12.39,46.86,22
2014,11,0.183,282.61,84.73,7.01,45.87,22
2014,12,0.209,284.89,87.33,7.38,47.36,22
2014,13,0.231,286.58,87.46,9.32,48.39,22
2014,14,0.258,287.93,87.14,9.51,48.33,22
2014,15,0.286,288.88,85.8,12.51,49.16,22
2014,16,0.317,289.91,84.47,21.29,52.88,22
2014,17,0.349,290.98,83.21,31.48,57.35,22
2014,18,0.377,291.84,81.27,39.19,60.23,22
2014,19,0.403,292.63,78.9,44.6,61.75,22
2014,20,0.424,293.05,76.65,51.25,63.95,22
2014,21,0.444,293.3,75.33,56.81,66.07,22
2014,22,0.459,293.8,74.62,57.01,65.81,22
2014,23,0.477,294.96,78.21,47.58,62.89,22
2014,24,0.484,295.4,79.76,43.26,61.51,22
2014,25,0.489,295.89,80.71,37.02,58.87,22
2014,26,0.487,296.25,78.85,32.65,55.75,22
2014,27,0.48,296.65,76.04,28.69,52.37,22
2014,28,0.471,296.87,73.43,29.13,51.28,22
2014,29,0.464,297.01,73.39,30.66,52.02,22
2014,30,0.457,297.14,73.96,31.89,52.93,22
2014,31,0.448,296.95,73.86,36.7,55.28,22
2014,32,0.439,296.57,73.6,41.09,57.35,22
2014,33,0.43,296.18,73.32,43.83,58.57,22
2014,34,0.42,295.73,73.85,43.64,58.74,22
2014,35,0.406,294.72,74.31,43.56,58.93,22
2014,36,0.391,293.41,74.84,40.95,57.9,22
2014,37,0.372,292.11,74.24,36.66,55.45,22
2014,38,0.345,290.9,69.27,33.99,51.63,22
2014,39,0.308,289.02,60.37,37.09,48.73,22
2014,40,0.272,286.41,52.91,45.27,49.09,22
2014,41,0.24,283.9,48.05,47.68,47.87,22
2014,42,0.21,282.01,44.96,42.53,43.74,22
2014,43,0.182,280.18,43.93,37.45,40.69,22
2014,44,0.155,278.06,42.47,35.0,38.73,22
2014,45,0.135,274.75,43.64,39.43,41.54,22
2014,46,0.1,270.6,32.95,46.99,39.97,22
2014,47,0.081,268.16,30.63,46.35,38.49,22
2014,48,0.072,265.06,33.32,50.65,41.98,22
2014,49,0.067,261.14,34.39,58.66,46.52,22
2014,50,0.066,259.69,38.04,56.46,47.25,22
2014,51,0.067,260.0,45.37,48.41,46.89,22
2014,52,0.066,260.31,50.64,42.93,46.79,22
2015,1,0.066,260.54,56.3,39.35,47.82,22
2015,2,0.068,261.03,63.74,36.57,50.16,22
2015,3,0.073,263.16,72.27,28.78,50.53,22
2015,4,0.08,265.33,75.43,23.24,49.33,22
2015,5,0.086,267.42,71.29,22.39,46.84,22
2015,6,0.092,269.77,67.25,20.68,43.96,22
2015,7,0.101,272.09,67.16,17.91,42.54,22
2015,8,0.118,274.82,71.83,14.43,43.13,22
2015,9,0.137,277.44,77.56,12.04,44.8,22
2015,10,0.156,279.86,80.65,10.97,45.81,22
2015,11,0.174,282.52,80.32,7.79,44.06,22
2015,12,0.189,283.77,78.56,11.16,44.86,22
2015,13,0.203,285.13,75.33,14.21,44.77,22
2015,14,0.22,286.55,71.15,14.9,43.03,22
2015,15,0.243,288.72,67.94,13.58,40.76,22
2015,16,0.275,290.73,67.22,16.4,41.81,22
2015,17,0.312,292.65,68.06,18.06,43.06,22
2015,18,0.347,293.78,69.17,21.89,45.53,22
2015,19,0.38,294.63,69.19,25.68,47.43,22
2015,20,0.41,295.3,70.29,29.27,49.78,22
2015,21,0.437,296.08,72.06,29.18,50.62,22
2015,22,0.455,296.36,72.46,31.41,51.93,22
2015,23,0.473,296.91,76.11,27.86,51.98,22
2015,24,0.483,297.21,79.15,23.82,51.48,22
2015,25,0.486,297.3,79.07,20.91,49.99,22
2015,26,0.481,297.35,75.26,19.6,47.43,22
2015,27,0.47,297.63,69.21,16.67,42.94,22
2015,28,0.457,298.36,64.73,10.98,37.86,22
2015,29,0.445,298.81,62.03,9.06,35.55,22
2015,30,0.434,299.27,60.38,7.48,33.93,22
2015,31,0.42,299.79,57.81,5.88,31.84,22
2015,32,0.402,299.98,52.39,5.59,28.99,22
2015,33,0.383,299.96,46.3,5.82,26.06,22
2015,34,0.359,299.06,39.32,9.62,24.47,22
2015,35,0.333,297.51,34.36,15.26,24.81,22
2015,36,0.313,296.04,35.5,16.84,26.17,22
2015,37,0.295,294.23,37.56,18.95,28.26,22
2015,38,0.272,292.26,35.46,22.01,28.74,22
2015,39,0.247,290.41,32.26,24.24,28.25,22
2015,40,0.224,288.2,30.27,27.82,29.04,22
2015,41,0.202,285.73,29.93,29.96,29.94,22
2015,42,0.181,283.53,31.53,29.42,30.48,22
2015,43,0.165,281.79,35.78,25.38,30.58,22
2015,44,0.147,280.72,39.04,17.48,28.26,22
2015,45,0.141,279.14,48.47,14.08,31.28,22
2015,46,0.123,276.45,49.1,17.99,33.55,22
2015,47,0.11,274.49,51.97,18.78,35.37,22
2015,48,0.103,272.21,56.73,21.7,39.21,22
2015,49,0.101,270.18,62.88,23.77,43.32,22
2015,50,0.102,269.78,68.81,18.86,43.84,22
2015,51,0.098,268.25,72.52,18.42,45.47,22
2015,52,0.091,266.16,73.79,22.04,47.91,22
2016,1,0.083,263.89,73.37,27.45,50.41,22
2016,2,0.075,261.72,71.54,34.13,52.83,22
2016,3,0.073,261.49,72.34,34.4,53.37,22
2016,4,0.077,262.95,72.15,30.73,51.44,22
2016,5,0.083,265.25,67.65,28.69,48.17,22
2016,6,0.088,267.72,63.51,26.41,44.96,22
2016,7,0.093,269.37,61.21,25.68,43.45,22
2016,8,0.1,269.68,60.42,29.44,44.93,22
2016,9,0.106,269.04,58.89,37.03,47.96,22
2016,10,0.109,268.24,55.23,44.92,50.07,22
2016,11,0.164,278.67,75.81,18.93,47.37,22
2016,12,0.189,281.22,78.89,18.44,48.66,22
2016,13,0.215,283.97,80.78,17.76,49.27,22
2016,14,0.244,286.12,81.39,16.5,48.95,22
2016,15,0.274,288.06,81.25,17.0,49.13,22
2016,16,0.306,289.4,80.21,25.44,52.83,22
2016,17,0.338,290.69,78.87,34.7,56.79,22
2016,18,0.364,291.57,76.3,42.19,59.24,22
2016,19,0.388,292.38,72.85,47.18,60.02,22
2016,20,0.411,293.32,71.18,48.57,59.87,22
2016,21,0.433,294.17,70.55,48.11,59.33,22
2016,22,0.45,294.46,70.22,50.41,60.31,22
2016,23,0.466,295.17,72.75,45.53,59.14,22
2016,24,0.475,295.79,74.58,38.93,56.76,22
2016,25,0.481,296.31,76.3,32.14,54.22,22
2016,26,0.481,296.48,75.13,29.85,52.49,22
2016,27,0.474,296.86,72.15,25.99,49.07,22
2016,28,0.466,297.49,69.93,21.47,45.7,22
2016,29,0.455,297.76,68.03,21.62,44.83,22
2016,30,0.443,298.08,65.7,21.11,43.4,22
2016,31,0.428,298.51,62.33,19.75,41.04,22
2016,32,0.413,298.81,58.44,17.73,38.08,22
2016,33,0.397,299.04,54.24,15.09,34.67,22
2016,34,0.376,298.83,48.63,11.98,30.31,22
2016,35,0.352,297.91,44.87,11.32,28.1,22
2016,36,0.325,296.47,41.57,13.1,27.33,22
2016,37,0.296,294.5,38.41,16.96,27.68,22
2016,38,0.268,292.13,33.49,23.62,28.55,22
2016,39,0.23,288.54,24.6,41.82,33.21,22
2016,40,0.196,284.88,17.47,60.42,38.95,22
2016,41,0.167,281.24,13.43,73.46,43.45,22
2016,42,0.14,277.25,11.19,82.73,46.96,22
2016,43,0.114,274.07,10.01,81.3,45.65,22
2016,44,0.091,271.8,8.23,74.54,41.38,22
2016,45,0.073,269.2,7.47,70.69,39.08,22
2016,46,0.064,266.56,10.34,66.83,38.58,22
2016,47,0.058,264.12,15.01,64.26,39.64,22
2016,48,0.058,261.71,23.17,64.66,43.91,22
2016,49,0.055,259.05,26.3,67.06,46.68,22
2016,50,0.055,258.31,29.86,61.54,45.7,22
2016,51,0.056,257.81,35.81,55.96,45.88,22
2016,52,0.051,256.98,37.1,54.1,45.6,22
2017,1,0.048,256.87,38.1,51.67,44.88,22
2017,2,0.046,256.1,40.62,53.32,46.97,22
2017,3,0.045,254.87,41.85,56.28,49.07,22
2017,4,0.044,254.8,39.85,56.58,48.21,22
2017,5,0.046,257.01,36.78,53.72,45.25,22
2017,6,0.051,260.56,36.05,47.79,41.92,22
2017,7,0.06,264.7,38.76,39.72,39.24,22
2017,8,0.076,268.06,45.62,34.33,39.97,22
2017,9,0.097,271.56,54.0,29.48,41.74,22
2017,10,0.12,275.54,61.27,23.37,42.32,22
2017,11,0.142,279.2,64.9,17.12,41.01,22
2017,12,0.166,281.77,68.44,16.5,42.47,22
2017,13,0.193,284.69,71.21,15.11,43.16,22
2017,14,0.222,287.24,72.27,11.91,42.09,22
2017,15,0.25,289.0,71.34,11.91,41.62,22
2017,16,0.277,290.47,68.4,17.82,43.11,22
2017,17,0.304,291.1,65.16,30.86,48.01,22
2017,18,0.333,291.75,64.01,40.1,52.06,22
2017,19,0.365,292.45,63.27,46.03,54.65,22
2017,20,0.397,293.27,64.88,48.77,56.82,22
2017,21,0.428,294.04,67.75,49.18,58.47,22
2017,22,0.451,294.34,70.72,51.35,61.03,22
2017,23,0.47,294.82,75.22,48.8,62.01,22
2017,24,0.485,295.38,80.36,43.24,61.8,22
2017,25,0.496,295.49,85.05,41.44,63.25,22
2017,26,0.5,295.64,87.35,39.73,63.54,22
2017,27,0.496,295.95,86.24,37.01,61.62,22
2017,28,0.487,296.01,84.07,39.67,61.87,22
2017,29,0.476,295.99,81.11,43.2,62.15,22
2017,30,0.464,296.06,78.49,44.72,61.61,22
2017,31,0.451,296.13,75.99,46.13,61.06,22
2017,32,0.437,295.92,72.88,48.12,60.5,22
2017,33,0.425,295.55,71.04,50.47,60.75,22
2017,34,0.408,294.49,67.59,56.59,62.09,22
2017,35,0.39,293.28,65.93,58.41,62.17,22
2017,36,0.372,291.67,65.26,57.01,61.14,22
2017,37,0.35,289.54,63.63,58.04,60.83,22
2017,38,0.326,288.09,60.67,58.37,59.52,22
2017,39,0.302,286.85,57.52,57.27,57.4,22
2017,40,0.271,284.74,52.22,61.89,57.05,22
2017,41,0.239,282.22,47.7,64.3,56.0,22
2017,42,0.207,279.61,43.68,63.09,53.39,22
2017,43,0.18,277.35,43.52,58.07,50.79,22
2017,44,0.159,275.67,45.54,50.36,47.95,22
2017,45,0.147,273.87,51.66,44.36,48.01,22
2017,46,0.127,271.98,51.52,39.99,45.75,22
2017,47,0.111,269.9,52.37,38.59,45.48,22
2017,48,0.098,266.89,53.18,42.97,48.07,22
2017,49,0.091,263.38,54.35,49.69,52.02,22
2017,50,0.088,262.15,56.54,46.86,51.7,22
2017,51,0.088,262.7,64.07,38.02,51.04,22
2017,52,0.083,262.47,68.45,35.61,52.03,22
2018,1,0.078,261.74,72.35,33.75,53.05,22
2018,2,0.075,260.46,73.11,37.7,55.41,22
2018,3,0.072,259.73,71.37,43.52,57.44,22
2018,4,0.068,257.68,64.94,48.5,56.72,22
2018,5,0.061,255.35,51.63,57.07,54.35,22
2018,6,0.058,255.91,39.98,64.43,52.21,22
2018,7,0.058,257.68,34.97,63.21,49.09,22
2018,8,0.062,259.08,35.59,62.04,48.81,22
2018,9,0.071,261.15,38.08,61.51,49.79,22
2018,10,0.082,263.94,41.99,58.15,50.07,22
2018,11,0.104,267.27,45.34,53.24,49.29,22
2018,12,0.132,271.92,52.34,46.64,49.49,22
2018,13,0.166,276.68,60.35,39.0,49.68,22
2018,14,0.217,282.54,69.4,29.56,49.48,22
2018,15,0.265,287.54,75.82,21.85,48.84,22
2018,16,0.308,291.02,80.59,15.63,48.11,22
2018,17,0.344,293.08,81.47,14.1,47.79,22
2018,18,0.372,294.02,79.65,19.44,49.55,22
2018,19,0.397,294.62,76.86,25.56,51.21,22
2018,20,0.422,295.41,75.9,27.98,51.94,22
2018,21,0.444,295.84,75.42,31.37,53.4,22
2018,22,0.458,295.83,73.95,36.62,55.28,22
2018,23,0.467,295.61,73.13,40.94,57.04,22
2018,24,0.469,294.93,71.36,48.05,59.7,22
2018,25,0.47,294.55,69.65,52.13,60.89,22
2018,26,0.47,294.61,68.59,52.0,60.3,22
2018,27,0.466,294.49,66.71,54.93,60.82,22
2018,28,0.461,294.51,66.8,57.78,62.29,22
2018,29,0.457,295.01,69.75,54.73,62.24,22
2018,30,0.452,295.38,71.65,52.31,61.98,22
2018,31,0.444,295.53,72.21,52.44,62.32,22
2018,32,0.436,295.9,72.72,48.03,60.38,22
2018,33,0.427,296.12,72.37,44.31,58.34,22
2018,34,0.414,295.92,71.14,41.48,56.31,22
2018,35,0.398,295.55,70.35,34.96,52.65,22
2018,36,0.383,294.86,71.3,27.51,49.41,22
2018,37,0.364,293.48,71.28,25.1,48.19,22
2018,38,0.343,292.25,68.96,22.22,45.59,22
2018,39,0.321,291.3,66.87,15.96,41.41,22
2018,40,0.293,289.74,63.42,12.46,37.94,22
2018,41,0.261,288.01,58.82,7.59,33.21,22
2018,42,0.233,286.5,56.52,4.21,30.36,22
2018,43,0.206,284.66,56.36,4.83,30.6,22
2018,44,0.181,282.4,56.88,7.03,31.95,22
2018,45,0.163,278.82,60.68,16.17,38.43,22
2018,46,0.133,274.51,54.82,27.75,41.29,22
2018,47,0.104,269.98,46.89,38.48,42.68,22
2018,48,0.085,265.17,42.76,50.31,46.54,22
2018,49,0.071,259.76,37.88,64.06,50.97,22
2018,50,0.061,256.34,34.03,68.77,51.4,22
2018,51,0.055,254.31,35.3,68.72,52.01,22
2018,52,0.05,253.44,35.78,67.04,51.41,22
2019,1,0.047,252.9,37.1,66.08,51.59,22
2019,2,0.046,252.01,40.04,67.86,53.95,22
2019,3,0.048,251.47,44.88,67.65,56.26,22
2019,4,0.053,253.31,48.98,60.92,54.95,22
2019,5,0.062,257.95,50.55,50.56,50.56,22
2019,6,0.074,263.67,53.76,38.31,46.04,22
2019,7,0.092,269.55,60.83,25.05,42.94,22
2019,8,0.114,273.87,69.73,16.83,43.28,22
2019,9,0.137,276.78,77.32,13.59,45.46,22
2019,10,0.158,279.63,81.61,11.24,46.42,22
2019,11,0.177,282.73,82.37,6.68,44.52,22
2019,12,0.196,284.6,82.01,8.26,45.13,22
2019,13,0.214,286.37,80.39,10.07,45.23,22
2019,14,0.238,288.11,78.81,9.01,43.91,22
2019,15,0.26,289.0,75.25,12.3,43.78,22
2019,16,0.285,289.7,71.73,23.11,47.42,22
2019,17,0.314,290.19,69.23,38.19,53.71,22
2019,18,0.345,290.6,68.72,50.11,59.42,22
2019,19,0.377,290.88,68.29,60.54,64.41,22
2019,20,0.409,291.39,69.96,66.68,68.32,22
2019,21,0.44,292.45,73.57,64.83,69.2,22
2019,22,0.459,292.79,74.78,66.71,70.74,22
2019,23,0.475,293.69,77.62,60.05,68.83,22
2019,24,0.487,294.82,81.81,48.97,65.39,22
2019,25,0.488,294.88,80.59,48.08,64.34,22
2019,26,0.481,294.91,75.79,48.12,61.96,22
2019,27,0.471,295.33,70.32,44.44,57.38,22
2019,28,0.458,295.54,65.26,45.18,55.22,22
2019,29,0.446,295.8,62.8,45.14,53.97,22
2019,30,0.437,296.25,62.33,42.1,52.22,22
2019,31,0.427,296.82,62.3,38.1,50.2,22
2019,32,0.417,297.27,61.39,33.58,47.49,22
2019,33,0.405,297.57,59.56,29.61,44.58,22
2019,34,0.391,297.54,57.87,24.83,41.35,22
2019,35,0.371,296.87,55.75,21.66,38.71,22
2019,36,0.352,296.01,55.62,17.17,36.39,22
2019,37,0.33,294.88,54.88,13.85,34.36,22
2019,38,0.302,293.36,49.76,12.77,31.26,22
2019,39,0.271,292.04,43.96,9.26,26.61,22
2019,40,0.242,290.47,39.52,5.39,22.45,22
2019,41,0.215,288.49,36.63,3.04,19.84,22
2019,42,0.194,286.83,37.52,1.38,19.45,22
2019,43,0.177,285.26,41.82,0.57,21.19,22
2019,44,0.16,283.41,45.69,0.52,23.1,22
2019,45,0.152,281.46,54.22,1.04,27.63,22
2019,46,0.13,279.28,52.67,4.13,28.4,22
2019,47,0.112,277.05,53.21,7.56,30.39,22
2019,48,0.104,275.31,56.97,8.96,32.97,22
2019,49,0.099,273.54,59.85,10.41,35.13,22
2019,50,0.095,272.14,61.93,9.64,35.78,22
2019,51,0.09,270.2,64.72,10.74,37.73,22
2019,52,0.085,268.75,67.61,12.16,39.88,22
2020,1,0.083,268.65,73.46,10.04,41.75,22
2020,2,0.083,268.88,79.15,8.64,43.9,22
2020,3,0.082,269.01,81.53,8.7,45.12,22
2020,4,0.085,269.42,80.62,10.02,45.32,22
2020,5,0.091,270.1,75.44,14.13,44.78,22
2020,6,0.098,271.11,70.88,16.47,43.67,22
2020,7,0.104,271.87,68.6,18.32,43.46,22
2020,8,0.119,273.64,72.02,17.69,44.86,22
2020,9,0.138,276.17,77.61,15.64,46.62,22
2020,10,0.159,278.58,82.08,14.56,48.32,22
2020,11,0.179,281.07,83.12,11.99,47.55,22
2020,12,0.199,283.37,83.23,12.39,47.81,22
2020,13,0.218,286.0,81.73,11.64,46.68,22
2020,14,0.24,288.54,79.63,7.66,43.64,22
2020,15,0.259,290.25,74.94,6.48,40.71,22
2020,16,0.277,291.42,68.32,12.08,40.2,22
2020,17,0.302,292.38,64.35,20.74,42.54,22
2020,18,0.33,293.16,62.61,27.68,45.15,22
2020,19,0.352,292.91,57.66,42.05,49.85,22
2020,20,0.373,292.29,54.12,58.46,56.29,22
2020,21,0.399,292.35,53.75,65.99,59.87,22
2020,22,0.419,292.3,54.03,71.86,62.94,22
2020,23,0.439,292.55,58.28,71.82,65.05,22
2020,24,0.458,293.0,65.38,68.69,67.03,22
2020,25,0.476,293.76,73.56,60.95,67.26,22
2020,26,0.489,294.49,80.48,53.24,66.86,22
2020,27,0.491,294.88,83.35,49.98,66.67,22
2020,28,0.486,295.08,83.44,50.9,67.17,22
2020,29,0.479,295.09,83.15,53.94,68.55,22
2020,30,0.474,295.34,84.05,52.9,68.47,22
2020,31,0.465,295.78,84.14,49.82,66.98,22
2020,32,0.455,296.04,83.26,46.65,64.96,22
2020,33,0.445,296.17,82.26,43.87,63.07,22
2020,34,0.431,295.76,80.8,43.13,61.97,22
2020,35,0.414,294.75,79.14,43.13,61.14,22
2020,36,0.397,293.74,78.6,37.77,58.19,22
2020,37,0.379,292.82,77.79,30.49,54.14,22
2020,38,0.348,291.4,70.79,29.45,50.12,22
2020,39,0.312,289.53,62.14,32.19,47.17,22
2020,40,0.278,287.01,55.6,38.94,47.27,22
2020,41,0.243,284.44,49.75,42.28,46.01,22
2020,42,0.218,282.39,49.05,39.25,44.15,22
2020,43,0.199,280.99,52.53,31.68,42.12,22
2020,44,0.179,279.66,55.95,24.79,40.37,22
2020,45,0.173,278.31,66.5,19.19,42.85,22
2020,46,0.152,276.63,67.5,17.37,42.44,22
2020,47,0.132,274.75,67.68,17.78,42.73,22
2020,48,0.112,271.25,63.53,25.61,44.57,22
2020,49,0.095,267.48,57.25,34.08,45.67,22
2020,50,0.085,265.77,54.16,33.61,43.89,22
2020,51,0.077,264.6,54.09,31.53,42.81,22
2020,52,0.072,263.12,55.76,32.7,44.23,22
